"ZIP Code","Total Cases","Deaths"
"62428","1,152","N/A"
"62431","368","N/A"
"62432","242","N/A"
"62433","331","N/A"
"62434","112","N/A"
"62436","216","N/A"
"62438","119","N/A"
"62439","2,893","N/A"
"62440","430","N/A"
"62441","2,816","N/A"
"62442","853","N/A"
"62443","536","N/A"
"62444","130","N/A"
"62445","315","N/A"
"62446","147","N/A"
"62447","1,265","N/A"
"62448","2,092","N/A"
"62449","1,153","N/A"
"62450","4,999","N/A"
"62451","741","N/A"
"62452","141","N/A"
"62454","5,112","N/A"
"62458","957","N/A"
"62459","65","N/A"
"62460","375","N/A"
"62461","322","N/A"
"62462","327","N/A"
"62463","397","N/A"
"62464","28","N/A"
"62465","275","N/A"
"62466","2,249","N/A"
"62467","1,226","N/A"
"62468","950","N/A"
"62469","176","N/A"
"62471","4,542","N/A"
"62473","479","N/A"
"62474","291","N/A"
"62475","92","N/A"
"62476","536","N/A"
"62477","296","N/A"
"62478","126","N/A"
"62479","250","N/A"
"62480","209","N/A"
"62481","107","N/A"
"62501","838","N/A"
"62510","528","N/A"
"62512","150","N/A"
"62513","547","N/A"
"62514","63","N/A"
"62515","358","N/A"
"62517","67","N/A"
"62518","155","N/A"
"62519","24","N/A"
"62520","564","N/A"
"62521","13,747","N/A"
"62522","5,074","N/A"
"62523","314","N/A"
"62524","147","N/A"
"62525","59","N/A"
"62526","13,031","N/A"
"62530","516","N/A"
"62531","624","N/A"
"62532","31","N/A"
"62533","363","N/A"
"62534","388","N/A"
"62535","1,409","N/A"
"62536","346","N/A"
"62537","67","N/A"
"62538","132","N/A"
"62539","445","N/A"
"62540","508","N/A"
"62541","15","N/A"
"62543","156","N/A"
"62544","675","N/A"
"62545","467","N/A"
"62546","537","N/A"
"62547","231","N/A"
"62548","840","N/A"
"62549","2,561","N/A"
"62550","1,029","N/A"
"62551","268","N/A"
"62553","154","N/A"
"62554","602","N/A"
"62555","170","N/A"
"62556","108","N/A"
"62557","2,741","N/A"
"62558","1,298","N/A"
"62560","565","N/A"
"62561","2,215","N/A"
"62563","2,509","N/A"
"62565","2,814","N/A"
"62567","368","N/A"
"62568","6,899","N/A"
"62570","153","N/A"
"62571","427","N/A"
"62572","189","N/A"
"62573","522","N/A"
"62601","132","N/A"
"62610","51","N/A"
"62611","343","N/A"
"62612","731","N/A"
"62613","1,493","N/A"
"62615","2,247","N/A"
"62617","233","N/A"
"62618","3,530","N/A"
"62620","15","N/A"
"62621","338","N/A"
"62622","17","N/A"
"62624","149","N/A"
"62625","347","N/A"
"62626","3,248","N/A"
"62627","369","N/A"
"62628","274","N/A"
"62629","5,910","N/A"
"62630","176","N/A"
"62631","98","N/A"
"62633","207","N/A"
"62634","328","N/A"
"62635","277","N/A"
"62638","436","N/A"
"62639","93","N/A"
"62640","1,231","N/A"
"62642","508","N/A"
"62643","191","N/A"
"62644","1,732","N/A"
"62649","171","N/A"
"62650","9,764","N/A"
"62651","44","N/A"
"62655","151","N/A"
"62656","9,245","N/A"
"62658","15","N/A"
"62661","422","N/A"
"62663","105","N/A"
"62664","1,089","N/A"
"62665","434","N/A"
"62666","183","N/A"
"62667","172","N/A"
"62668","454","N/A"
"62670","1,135","N/A"
"62671","171","N/A"
"62672","80","N/A"
"62673","167","N/A"
"62674","405","N/A"
"62675","2,259","N/A"
"62677","955","N/A"
"62681","2,006","N/A"
"62682","326","N/A"
"62684","2,420","N/A"
"62685","615","N/A"
"62688","227","N/A"
"62689","195","N/A"
"62690","1,481","N/A"
"62691","934","N/A"
"62692","661","N/A"
"62693","744","N/A"
"62694","999","N/A"
"62695","160","N/A"
"62701","385","N/A"
"62702","13,419","N/A"
"62703","11,626","N/A"
"62704","14,999","N/A"
"62705","49","N/A"
"62706","18","N/A"
"62707","2,962","N/A"
"62708","102","N/A"
"62711","6,807","N/A"
"62712","4,004","N/A"
"62769","13","N/A"
"62771","54","N/A"
"62781","19","N/A"
"62791","95","N/A"
"62794","48","N/A"
"62801","8,753","N/A"
"62803","291","N/A"
"62806","1,129","N/A"
"62807","312","N/A"
"62808","441","N/A"
"62809","98","N/A"
"62810","301","N/A"
"62811","115","N/A"
"62812","4,326","N/A"
"62814","596","N/A"
"62815","121","N/A"
"62816","416","N/A"
"62817","191","N/A"
"62818","96","N/A"
"62819","182","N/A"
"62820","44","N/A"
"62821","2,902","N/A"
"62822","1,258","N/A"
"62823","752","N/A"
"62824","703","N/A"
"62825","74","N/A"
"62827","390","N/A"
"62828","416","N/A"
"62830","481","N/A"
"62831","143","N/A"
"62832","3,971","N/A"
"62833","112","N/A"
"62835","425","N/A"
"62836","232","N/A"
"62837","3,849","N/A"
"62838","559","N/A"
"62839","3,285","N/A"
"62841","94","N/A"
"62842","304","N/A"
"62843","28","N/A"
"62844","850","N/A"
"62846","1,184","N/A"
"62848","198","N/A"
"62849","751","N/A"
"62850","97","N/A"
"62851","104","N/A"
"62852","59","N/A"
"62853","299","N/A"
"62854","529","N/A"
"62856","101","N/A"
"62858","1,180","N/A"
"62859","1,913","N/A"
"62860","185","N/A"
"62861","11","N/A"
"62862","138","N/A"
"62863","4,190","N/A"
"62864","8,722","N/A"
"62865","866","N/A"
"62866","7","N/A"
"62867","176","N/A"
"62868","647","N/A"
"62869","1,014","N/A"
"62870","956","N/A"
"62871","202","N/A"
"62872","348","N/A"
"62874","146","N/A"
"62875","400","N/A"
"62876","53","N/A"
"62877","151","N/A"
"62878","147","N/A"
"62880","239","N/A"
"62881","4,148","N/A"
"62882","871","N/A"
"62883","194","N/A"
"62884","1,133","N/A"
"62885","280","N/A"
"62886","114","N/A"
"62887","94","N/A"
"62888","670","N/A"
"62889","235","N/A"
"62890","1,003","N/A"
"62891","226","N/A"
"62892","109","N/A"
"62893","304","N/A"
"62894","361","N/A"
"62895","633","N/A"
"62896","4,964","N/A"
"62897","137","N/A"
"62898","679","N/A"
"62899","603","N/A"
"62901","8,922","N/A"
"62902","1,541","N/A"
"62903","917","N/A"
"62905","221","N/A"
"62906","3,340","N/A"
"62907","665","N/A"
"62908","163","N/A"
"62909","7","N/A"
"62910","671","N/A"
"62912","361","N/A"
"62914","531","N/A"
"62915","281","N/A"
"62916","296","N/A"
"62917","1,075","N/A"
"62918","4,758","N/A"
"62919","288","N/A"
"62920","1,164","N/A"
"62921","133","N/A"
"62922","1,078","N/A"
"62923","188","N/A"
"62924","1,126","N/A"
"62926","704","N/A"
"62927","109","N/A"
"62928","81","N/A"
"62930","2,540","N/A"
"62931","535","N/A"
"62932","691","N/A"
"62933","660","N/A"
"62934","313","N/A"
"62935","824","N/A"
"62938","884","N/A"
"62939","1,262","N/A"
"62940","128","N/A"
"62941","227","N/A"
"62942","215","N/A"
"62943","214","N/A"
"62946","5,425","N/A"
"62947","157","N/A"
"62948","5,706","N/A"
"62949","327","N/A"
"62950","68","N/A"
"62951","2,271","N/A"
"62952","1,302","N/A"
"62953","97","N/A"
"62954","166","N/A"
"62956","318","N/A"
"62957","205","N/A"
"62958","665","N/A"
"62959","12,006","N/A"
"62960","3,644","N/A"
"62961","10","N/A"
"62963","164","N/A"
"62964","432","N/A"
"62965","40","N/A"
"62966","5,856","N/A"
"62967","143","N/A"
"62969","121","N/A"
"62970","198","N/A"
"62972","463","N/A"
"62974","539","N/A"
"62975","68","N/A"
"62976","133","N/A"
"62977","272","N/A"
"62979","476","N/A"
"62982","592","N/A"
"62983","627","N/A"
"62984","564","N/A"
"62985","308","N/A"
"62987","480","N/A"
"62988","412","N/A"
"62990","308","N/A"
"62992","475","N/A"
"62994","266","N/A"
"62995","2,847","N/A"
"62996","185","N/A"
"62997","172","N/A"
"62998","102","N/A"
"62999","587","N/A"
